"","entry_exit_provider_program_type_code","ee_uid","client_id","entry_exit_review_uid","entry_exit_review_point_in_time_type","entry_exit_review_date","entry_exit_review_date_updated"
"7906","PH - Rapid Re-Housing (HUD)",826658,333269,67187,"Interim Review","12/7/2017","12/11/2017"
"7907","PH - Rapid Re-Housing (HUD)",826658,333269,70600,"Interim Review","1/24/2018","1/24/2018"
"7908","PH - Rapid Re-Housing (HUD)",826658,333269,76265,"Interim Review","3/15/2018","3/16/2018"
"7909","PH - Rapid Re-Housing (HUD)",826658,333269,86242,"Interim Review","3/15/2018","6/19/2018"
"7910","PH - Rapid Re-Housing (HUD)",826659,333858,44518,"Interim Review","12/14/2016","1/10/2017"
"7911","PH - Rapid Re-Housing (HUD)",826659,333858,44522,"Interim Review","12/30/2016","1/10/2017"
"7912","PH - Rapid Re-Housing (HUD)",826659,333858,44526,"Interim Review","1/10/2017","1/10/2017"
"7913","PH - Rapid Re-Housing (HUD)",826659,333858,47457,"Interim Review","2/22/2017","2/22/2017"
"7914","PH - Rapid Re-Housing (HUD)",826659,333858,47881,"Interim Review","2/24/2017","2/24/2017"
"7915","PH - Rapid Re-Housing (HUD)",826659,333858,48961,"Interim Review","3/9/2017","3/9/2017"
"7916","PH - Rapid Re-Housing (HUD)",826659,333858,49078,"Interim Review","3/10/2017","3/10/2017"
"7917","PH - Rapid Re-Housing (HUD)",826659,333858,49336,"Interim Review","3/15/2017","3/16/2017"
"7918","PH - Rapid Re-Housing (HUD)",826659,333858,49670,"Interim Review","3/23/2017","3/23/2017"
"7919","PH - Rapid Re-Housing (HUD)",826659,333858,52568,"Interim Review","5/18/2017","5/18/2017"
"7920","PH - Rapid Re-Housing (HUD)",826659,333858,54233,"Interim Review","6/7/2017","6/7/2017"
"7921","PH - Rapid Re-Housing (HUD)",826659,333858,66415,"Interim Review","11/10/2017","12/4/2017"
"7922","PH - Rapid Re-Housing (HUD)",826659,333858,66420,"Interim Review","11/10/2017","12/4/2017"
"7923","PH - Rapid Re-Housing (HUD)",826659,333858,67188,"Interim Review","12/7/2017","12/11/2017"
"7924","PH - Rapid Re-Housing (HUD)",826659,333858,70601,"Interim Review","1/24/2018","1/24/2018"
"7925","PH - Rapid Re-Housing (HUD)",826659,333858,76266,"Interim Review","3/15/2018","3/16/2018"
"7926","PH - Rapid Re-Housing (HUD)",826659,333858,86243,"Interim Review","3/15/2018","6/19/2018"
"7927","PH - Rapid Re-Housing (HUD)",826660,333860,44519,"Interim Review","12/14/2016","1/10/2017"
"7928","PH - Rapid Re-Housing (HUD)",826660,333860,44523,"Interim Review","12/30/2016","1/10/2017"
"7929","PH - Rapid Re-Housing (HUD)",826660,333860,44527,"Interim Review","1/10/2017","1/10/2017"
"7930","PH - Rapid Re-Housing (HUD)",826660,333860,47458,"Interim Review","2/22/2017","2/22/2017"
"7931","PH - Rapid Re-Housing (HUD)",826660,333860,47882,"Interim Review","2/24/2017","2/24/2017"
"7932","PH - Rapid Re-Housing (HUD)",826660,333860,48962,"Interim Review","3/9/2017","3/9/2017"
"7933","PH - Rapid Re-Housing (HUD)",826660,333860,49079,"Interim Review","3/10/2017","3/10/2017"
"7934","PH - Rapid Re-Housing (HUD)",826660,333860,49337,"Interim Review","3/15/2017","3/16/2017"
"7935","PH - Rapid Re-Housing (HUD)",826660,333860,49671,"Interim Review","3/23/2017","3/23/2017"
"7936","PH - Rapid Re-Housing (HUD)",826660,333860,52569,"Interim Review","5/18/2017","5/18/2017"
"7937","PH - Rapid Re-Housing (HUD)",826660,333860,54234,"Interim Review","6/7/2017","6/7/2017"
"7938","PH - Rapid Re-Housing (HUD)",826660,333860,66416,"Interim Review","11/10/2017","12/4/2017"
"7939","PH - Rapid Re-Housing (HUD)",826660,333860,66421,"Interim Review","11/10/2017","12/4/2017"
"7940","PH - Rapid Re-Housing (HUD)",826660,333860,67189,"Interim Review","12/7/2017","12/11/2017"
"7941","PH - Rapid Re-Housing (HUD)",826660,333860,70602,"Interim Review","1/24/2018","1/24/2018"
"7942","PH - Rapid Re-Housing (HUD)",826660,333860,76267,"Interim Review","3/15/2018","3/16/2018"
"7943","PH - Rapid Re-Housing (HUD)",826660,333860,86244,"Interim Review","3/15/2018","6/19/2018"
"7944","PH - Rapid Re-Housing (HUD)",826661,333857,44520,"Interim Review","12/14/2016","1/10/2017"
"7945","PH - Rapid Re-Housing (HUD)",826661,333857,44524,"Interim Review","12/30/2016","1/10/2017"
"7946","PH - Rapid Re-Housing (HUD)",826661,333857,44528,"Interim Review","1/10/2017","1/10/2017"
"7947","PH - Rapid Re-Housing (HUD)",826661,333857,47459,"Interim Review","2/22/2017","2/22/2017"
"7948","PH - Rapid Re-Housing (HUD)",826661,333857,47883,"Interim Review","2/24/2017","2/24/2017"
"7949","PH - Rapid Re-Housing (HUD)",826661,333857,48963,"Interim Review","3/9/2017","3/9/2017"
"7950","PH - Rapid Re-Housing (HUD)",826661,333857,49080,"Interim Review","3/10/2017","3/10/2017"
"7951","PH - Rapid Re-Housing (HUD)",826661,333857,49338,"Interim Review","3/15/2017","3/16/2017"
"7952","PH - Rapid Re-Housing (HUD)",826661,333857,49672,"Interim Review","3/23/2017","3/23/2017"
"7953","PH - Rapid Re-Housing (HUD)",826661,333857,52570,"Interim Review","5/18/2017","5/18/2017"
"7954","PH - Rapid Re-Housing (HUD)",826661,333857,54235,"Interim Review","6/7/2017","6/7/2017"
"7955","PH - Rapid Re-Housing (HUD)",826661,333857,66417,"Interim Review","11/10/2017","12/4/2017"
"7956","PH - Rapid Re-Housing (HUD)",826661,333857,66422,"Interim Review","11/10/2017","12/4/2017"
"7957","PH - Rapid Re-Housing (HUD)",826661,333857,67190,"Interim Review","12/7/2017","12/11/2017"
"7958","PH - Rapid Re-Housing (HUD)",826661,333857,70603,"Interim Review","1/24/2018","1/24/2018"
"7959","PH - Rapid Re-Housing (HUD)",826661,333857,76268,"Interim Review","3/15/2018","3/16/2018"
"7960","PH - Rapid Re-Housing (HUD)",826661,333857,86245,"Interim Review","3/15/2018","6/19/2018"
"7961","PH - Rapid Re-Housing (HUD)",826662,435278,44385,"Interim Review","1/6/2017","1/6/2017"
"7962","PH - Rapid Re-Housing (HUD)",826662,435278,47441,"Interim Review","2/22/2017","2/22/2017"
"7963","PH - Rapid Re-Housing (HUD)",826662,435278,47899,"Interim Review","2/24/2017","2/24/2017"
"7964","PH - Rapid Re-Housing (HUD)",826662,435278,55513,"Interim Review","6/12/2017","6/22/2017"
"7965","PH - Rapid Re-Housing (HUD)",826662,435278,66478,"Interim Review","11/8/2017","4/12/2018"
"7966","PH - Rapid Re-Housing (HUD)",826662,435278,68616,"Interim Review","12/21/2017","12/27/2017"
"7967","PH - Rapid Re-Housing (HUD)",826662,435278,70417,"Interim Review","1/23/2018","1/23/2018"
"7968","PH - Rapid Re-Housing (HUD)",826662,435278,75473,"Interim Review","3/7/2018","3/7/2018"
"7969","PH - Rapid Re-Housing (HUD)",826662,435278,77142,"Interim Review","3/27/2018","3/27/2018"
"7970","PH - Rapid Re-Housing (HUD)",826662,435278,79616,"Interim Review","4/16/2018","4/16/2018"
"7971","PH - Rapid Re-Housing (HUD)",826662,435278,79757,"Interim Review","4/17/2018","4/17/2018"
"7972","PH - Rapid Re-Housing (HUD)",826662,435278,79759,"Interim Review","4/17/2018","4/17/2018"
"7973","PH - Rapid Re-Housing (HUD)",826662,435278,82920,"Interim Review","5/8/2018","5/15/2018"
"7974","PH - Rapid Re-Housing (HUD)",826662,435278,86220,"Interim Review","6/18/2018","6/19/2018"
"7975","PH - Rapid Re-Housing (HUD)",826662,435278,89079,"Interim Review","7/18/2018","7/18/2018"
"7976","PH - Rapid Re-Housing (HUD)",826662,435278,92804,"Interim Review","9/12/2018","9/12/2018"
"7977","PH - Rapid Re-Housing (HUD)",826662,435278,98876,"Interim Review","11/28/2018","11/29/2018"
"7978","PH - Rapid Re-Housing (HUD)",826662,435278,100840,"Interim Review","10/31/2018","12/31/2018"
"7979","PH - Rapid Re-Housing (HUD)",826662,435278,101187,"Interim Review","11/30/2018","1/2/2019"
"7980","PH - Rapid Re-Housing (HUD)",826663,435282,44386,"Interim Review","1/6/2017","1/6/2017"
"7981","PH - Rapid Re-Housing (HUD)",826663,435282,47442,"Interim Review","2/22/2017","2/22/2017"
"7982","PH - Rapid Re-Housing (HUD)",826663,435282,47900,"Interim Review","2/24/2017","2/24/2017"
"7983","PH - Rapid Re-Housing (HUD)",826663,435282,55514,"Interim Review","6/12/2017","6/22/2017"
"7984","PH - Rapid Re-Housing (HUD)",826663,435282,66479,"Interim Review","11/8/2017","4/12/2018"
"7985","PH - Rapid Re-Housing (HUD)",826663,435282,68617,"Interim Review","12/21/2017","12/27/2017"
"7986","PH - Rapid Re-Housing (HUD)",826663,435282,70418,"Interim Review","1/23/2018","1/23/2018"
"7987","PH - Rapid Re-Housing (HUD)",826663,435282,75474,"Interim Review","3/7/2018","3/7/2018"
"7988","PH - Rapid Re-Housing (HUD)",826663,435282,77143,"Interim Review","3/27/2018","3/27/2018"
"7989","PH - Rapid Re-Housing (HUD)",826663,435282,79617,"Interim Review","4/16/2018","4/16/2018"
"7990","PH - Rapid Re-Housing (HUD)",826663,435282,79758,"Interim Review","4/17/2018","4/17/2018"
"7991","PH - Rapid Re-Housing (HUD)",826663,435282,79760,"Interim Review","4/17/2018","4/17/2018"
"7992","PH - Rapid Re-Housing (HUD)",826663,435282,82921,"Interim Review","5/8/2018","5/15/2018"
"7993","PH - Rapid Re-Housing (HUD)",826663,435282,86221,"Interim Review","6/18/2018","6/19/2018"
"7994","PH - Rapid Re-Housing (HUD)",826663,435282,89080,"Interim Review","7/18/2018","7/18/2018"
"7995","PH - Rapid Re-Housing (HUD)",826663,435282,92805,"Interim Review","9/12/2018","9/12/2018"
"7996","PH - Rapid Re-Housing (HUD)",826663,435282,98877,"Interim Review","11/28/2018","11/29/2018"
"7997","PH - Rapid Re-Housing (HUD)",826663,435282,100841,"Interim Review","10/31/2018","12/31/2018"
"7998","PH - Rapid Re-Housing (HUD)",826663,435282,101188,"Interim Review","11/30/2018","1/2/2019"
"7999","PH - Rapid Re-Housing (HUD)",826666,437209,44387,"Interim Review","11/23/2016","1/6/2017"
"8000","PH - Rapid Re-Housing (HUD)",826666,437209,44389,"Interim Review","12/5/2016","1/6/2017"
"8001","PH - Rapid Re-Housing (HUD)",826666,437209,44391,"Interim Review","12/12/2016","1/6/2017"
"8002","PH - Rapid Re-Housing (HUD)",826666,437209,44989,"Interim Review","12/22/2016","1/19/2017"
"8003","PH - Rapid Re-Housing (HUD)",826666,437209,44991,"Interim Review","1/19/2017","1/19/2017"
"8004","PH - Rapid Re-Housing (HUD)",826666,437209,47886,"Interim Review","3/1/2017","3/1/2017"
"8005","PH - Rapid Re-Housing (HUD)",826666,437209,49927,"Interim Review","3/29/2017","3/29/2017"
"8006","PH - Rapid Re-Housing (HUD)",826666,437209,52425,"Interim Review","5/18/2017","5/18/2017"
"8007","PH - Rapid Re-Housing (HUD)",826666,437209,53274,"Interim Review","5/26/2017","5/26/2017"
"8008","PH - Rapid Re-Housing (HUD)",826666,437209,55745,"Interim Review","6/27/2017","6/27/2017"
"8009","PH - Rapid Re-Housing (HUD)",826666,437209,61503,"Interim Review","9/18/2017","9/18/2017"
"8010","PH - Rapid Re-Housing (HUD)",826666,437209,66423,"Interim Review","11/10/2017","12/4/2017"
"8011","PH - Rapid Re-Housing (HUD)",826666,437209,67181,"Interim Review","12/5/2017","12/11/2017"
"8012","PH - Rapid Re-Housing (HUD)",826666,437209,68584,"Interim Review","12/13/2017","1/22/2018"
"8013","PH - Rapid Re-Housing (HUD)",826666,437209,70213,"Interim Review","1/19/2018","1/22/2018"
"8014","PH - Rapid Re-Housing (HUD)",826666,437209,70221,"Interim Review","1/19/2018","1/22/2018"
"8015","PH - Rapid Re-Housing (HUD)",826667,437221,44388,"Interim Review","11/23/2016","1/6/2017"
"8016","PH - Rapid Re-Housing (HUD)",826667,437221,44390,"Interim Review","12/5/2016","1/6/2017"
"8017","PH - Rapid Re-Housing (HUD)",826667,437221,44392,"Interim Review","12/12/2016","1/6/2017"
"8018","PH - Rapid Re-Housing (HUD)",826667,437221,44990,"Interim Review","12/22/2016","1/19/2017"
"8019","PH - Rapid Re-Housing (HUD)",826667,437221,44992,"Interim Review","1/19/2017","1/19/2017"
"8020","PH - Rapid Re-Housing (HUD)",826667,437221,47887,"Interim Review","3/1/2017","3/1/2017"
"8021","PH - Rapid Re-Housing (HUD)",826667,437221,49928,"Interim Review","3/29/2017","3/29/2017"
"8022","PH - Rapid Re-Housing (HUD)",826667,437221,52426,"Interim Review","5/18/2017","5/18/2017"
"8023","PH - Rapid Re-Housing (HUD)",826667,437221,53275,"Interim Review","5/26/2017","5/26/2017"
"8024","PH - Rapid Re-Housing (HUD)",826667,437221,55746,"Interim Review","6/27/2017","6/27/2017"
"8025","PH - Rapid Re-Housing (HUD)",826667,437221,61504,"Interim Review","9/18/2017","9/18/2017"
"8026","PH - Rapid Re-Housing (HUD)",826667,437221,66424,"Interim Review","11/10/2017","12/4/2017"
"8027","PH - Rapid Re-Housing (HUD)",826667,437221,67182,"Interim Review","12/5/2017","12/11/2017"
"8028","PH - Rapid Re-Housing (HUD)",826667,437221,68585,"Interim Review","12/13/2017","1/22/2018"
"8029","PH - Rapid Re-Housing (HUD)",826667,437221,70214,"Interim Review","1/19/2018","1/22/2018"
"8030","PH - Rapid Re-Housing (HUD)",826667,437221,70222,"Interim Review","1/19/2018","1/22/2018"
"8031","PH - Rapid Re-Housing (HUD)",826667,437221,102891,"Interim Review","10/1/2018","1/26/2019"
"8032","PH - Rapid Re-Housing (HUD)",669673,335261,37191,"Interim Review","5/1/2016","7/27/2016"
"8033","PH - Rapid Re-Housing (HUD)",669674,305819,37192,"Interim Review","5/1/2016","7/27/2016"
"8034","PH - Rapid Re-Housing (HUD)",669675,305820,37193,"Interim Review","5/1/2016","7/27/2016"
"8035","PH - Rapid Re-Housing (HUD)",669676,394874,37194,"Interim Review","5/1/2016","7/27/2016"
"8036","PH - Rapid Re-Housing (HUD)",670232,303740,37139,"Interim Review","5/2/2016","7/27/2016"
"8037","PH - Rapid Re-Housing (HUD)",670233,389798,37140,"Interim Review","5/2/2016","7/27/2016"
"8038","PH - Rapid Re-Housing (HUD)",670234,303753,37141,"Interim Review","5/2/2016","7/27/2016"
"8039","PH - Rapid Re-Housing (HUD)",677596,289029,37156,"Interim Review","5/6/2016","7/27/2016"
"8040","PH - Rapid Re-Housing (HUD)",677597,289031,37157,"Interim Review","5/6/2016","7/27/2016"
"8041","PH - Rapid Re-Housing (HUD)",677598,289033,37158,"Interim Review","5/6/2016","7/27/2016"
"8042","PH - Rapid Re-Housing (HUD)",677599,289032,37159,"Interim Review","5/6/2016","7/27/2016"
"8043","PH - Rapid Re-Housing (HUD)",677600,289030,37160,"Interim Review","5/6/2016","7/27/2016"
"8044","PH - Rapid Re-Housing (HUD)",679063,396836,37153,"Interim Review","6/1/2016","7/27/2016"
"8045","PH - Rapid Re-Housing (HUD)",679064,397097,37154,"Interim Review","6/1/2016","7/27/2016"
"8046","PH - Rapid Re-Housing (HUD)",679065,397096,37155,"Interim Review","6/1/2016","7/27/2016"
"8047","PH - Rapid Re-Housing (HUD)",698234,306755,37176,"Interim Review","12/15/2015","7/27/2016"
"8048","PH - Rapid Re-Housing (HUD)",698235,306759,37177,"Interim Review","12/15/2015","7/27/2016"
"8049","PH - Rapid Re-Housing (HUD)",698236,306758,37178,"Interim Review","12/15/2015","7/27/2016"
"8050","PH - Rapid Re-Housing (HUD)",698237,306756,37179,"Interim Review","12/15/2015","7/27/2016"
"8051","PH - Rapid Re-Housing (HUD)",698238,306764,37180,"Interim Review","12/15/2015","7/27/2016"
"8052","PH - Rapid Re-Housing (HUD)",698239,402092,37181,"Interim Review","12/15/2015","7/27/2016"
"8053","PH - Rapid Re-Housing (HUD)",698240,306763,37182,"Interim Review","12/15/2015","7/27/2016"
"8054","PH - Rapid Re-Housing (HUD)",700046,312205,37161,"Interim Review","1/5/2016","7/27/2016"
"8055","PH - Rapid Re-Housing (HUD)",700049,397241,37196,"Interim Review","12/2/2015","7/27/2016"
"8056","PH - Rapid Re-Housing (HUD)",700050,397242,37197,"Interim Review","12/2/2015","7/27/2016"
"8057","PH - Rapid Re-Housing (HUD)",718238,396022,35878,"Interim Review","1/1/2016","7/18/2016"
"8058","PH - Rapid Re-Housing (HUD)",718239,396023,35877,"Interim Review","1/1/2016","7/18/2016"
"8059","PH - Rapid Re-Housing (HUD)",718239,396023,35879,"Interim Review","1/1/2016","7/18/2016"
"8060","PH - Rapid Re-Housing (HUD)",720323,404669,37199,"Interim Review","2/29/2016","7/27/2016"
"8061","PH - Rapid Re-Housing (HUD)",729618,408086,37108,"Interim Review","1/13/2016","7/27/2016"
"8062","PH - Rapid Re-Housing (HUD)",737269,329257,37164,"Interim Review","1/15/2016","7/27/2016"
"8063","PH - Rapid Re-Housing (HUD)",737270,329258,37165,"Interim Review","1/15/2016","7/27/2016"
"8064","PH - Rapid Re-Housing (HUD)",737271,329259,37166,"Interim Review","1/15/2016","7/27/2016"
"8065","PH - Rapid Re-Housing (HUD)",794429,312206,37162,"Interim Review","1/5/2016","7/27/2016"
"8066","PH - Rapid Re-Housing (HUD)",794430,401597,37163,"Interim Review","1/5/2016","7/27/2016"
"8067","PH - Rapid Re-Housing (HUD)",813142,367187,40420,"Interim Review","9/29/2016","9/29/2016"
"8068","PH - Rapid Re-Housing (HUD)",813143,367188,40421,"Interim Review","9/29/2016","9/29/2016"
"8069","PH - Rapid Re-Housing (HUD)",815011,352044,79533,"Interim Review","10/15/2016","4/16/2018"
"8070","PH - Rapid Re-Housing (HUD)",815012,352046,79534,"Interim Review","10/15/2016","4/16/2018"
"8071","PH - Rapid Re-Housing (HUD)",815013,352045,79532,"Interim Review","10/15/2016","4/16/2018"
"8072","PH - Rapid Re-Housing (HUD)",817293,420445,61607,"Interim Review","9/19/2017","9/20/2017"
"8073","PH - Rapid Re-Housing (HUD)",817294,420448,61608,"Interim Review","9/19/2017","9/20/2017"
"8074","PH - Rapid Re-Housing (HUD)",817295,431676,61609,"Interim Review","9/19/2017","9/20/2017"
"8075","PH - Rapid Re-Housing (HUD)",817296,420449,61610,"Interim Review","9/19/2017","9/20/2017"
"8076","PH - Rapid Re-Housing (HUD)",817297,373198,44316,"Interim Review","1/5/2017","1/5/2017"
"8077","PH - Rapid Re-Housing (HUD)",817298,438394,44317,"Interim Review","1/5/2017","1/5/2017"
"8078","PH - Rapid Re-Housing (HUD)",818522,433738,52291,"Interim Review","5/16/2017","5/16/2017"
"8079","PH - Rapid Re-Housing (HUD)",818523,433756,52287,"Interim Review","5/16/2017","5/16/2017"
"8080","PH - Rapid Re-Housing (HUD)",818523,433756,52292,"Interim Review","5/16/2017","5/16/2017"
"8081","PH - Rapid Re-Housing (HUD)",818523,433756,52297,"Interim Review","5/16/2017","5/16/2017"
"8082","PH - Rapid Re-Housing (HUD)",818524,433755,52288,"Interim Review","5/16/2017","5/16/2017"
"8083","PH - Rapid Re-Housing (HUD)",818524,433755,52293,"Interim Review","5/16/2017","5/16/2017"
"8084","PH - Rapid Re-Housing (HUD)",818524,433755,52298,"Interim Review","5/16/2017","5/16/2017"
"8085","PH - Rapid Re-Housing (HUD)",818525,433753,52289,"Interim Review","5/16/2017","5/16/2017"
"8086","PH - Rapid Re-Housing (HUD)",818525,433753,52294,"Interim Review","5/16/2017","5/16/2017"
"8087","PH - Rapid Re-Housing (HUD)",818525,433753,52299,"Interim Review","5/16/2017","5/16/2017"
"8088","PH - Rapid Re-Housing (HUD)",818526,433754,52290,"Interim Review","5/16/2017","5/16/2017"
"8089","PH - Rapid Re-Housing (HUD)",818526,433754,52295,"Interim Review","5/16/2017","5/16/2017"
"8090","PH - Rapid Re-Housing (HUD)",818526,433754,52300,"Interim Review","5/16/2017","5/16/2017"
"8091","PH - Rapid Re-Housing (HUD)",818536,308535,53613,"Interim Review","5/4/2017","6/1/2017"
"8092","PH - Rapid Re-Housing (HUD)",818536,308535,79527,"Interim Review","10/26/2016","4/16/2018"
"8093","PH - Rapid Re-Housing (HUD)",818537,308539,53614,"Interim Review","5/4/2017","6/1/2017"
"8094","PH - Rapid Re-Housing (HUD)",818537,308539,79528,"Interim Review","10/26/2016","4/16/2018"
"8095","PH - Rapid Re-Housing (HUD)",818538,308537,53615,"Interim Review","5/4/2017","6/1/2017"
"8096","PH - Rapid Re-Housing (HUD)",818538,308537,79529,"Interim Review","10/26/2016","4/16/2018"
"8097","PH - Rapid Re-Housing (HUD)",818539,412993,53616,"Interim Review","5/4/2017","6/1/2017"
"8098","PH - Rapid Re-Housing (HUD)",818539,412993,79530,"Interim Review","10/26/2016","4/16/2018"
"8099","PH - Rapid Re-Housing (HUD)",826643,308327,66626,"Interim Review","11/11/2017","12/5/2017"
"8100","PH - Rapid Re-Housing (HUD)",826643,308327,66738,"Interim Review","11/10/2017","12/5/2017"
"8101","PH - Rapid Re-Housing (HUD)",826643,308327,68459,"Interim Review","12/21/2017","12/21/2017"
"8102","PH - Rapid Re-Housing (HUD)",826643,308327,68593,"Interim Review","12/27/2017","12/27/2017"
"8103","PH - Rapid Re-Housing (HUD)",826643,308327,68755,"Interim Review","12/28/2017","12/28/2017"
"8104","PH - Rapid Re-Housing (HUD)",826643,308327,69804,"Interim Review","1/16/2018","1/16/2018"
"8105","PH - Rapid Re-Housing (HUD)",826643,308327,71471,"Interim Review","2/2/2018","2/2/2018"
"8106","PH - Rapid Re-Housing (HUD)",826643,308327,71732,"Interim Review","2/5/2018","2/5/2018"
"8107","PH - Rapid Re-Housing (HUD)",826643,308327,73151,"Interim Review","2/16/2018","2/16/2018"
"8108","PH - Rapid Re-Housing (HUD)",826643,308327,74523,"Interim Review","2/28/2018","2/28/2018"
"8109","PH - Rapid Re-Housing (HUD)",826643,308327,79523,"Interim Review","2/27/2017","4/16/2018"
"8110","PH - Rapid Re-Housing (HUD)",826644,308329,66627,"Interim Review","11/11/2017","12/5/2017"
"8111","PH - Rapid Re-Housing (HUD)",826644,308329,66739,"Interim Review","11/10/2017","12/5/2017"
"8112","PH - Rapid Re-Housing (HUD)",826644,308329,68460,"Interim Review","12/21/2017","12/21/2017"
"8113","PH - Rapid Re-Housing (HUD)",826644,308329,68594,"Interim Review","12/27/2017","12/27/2017"
"8114","PH - Rapid Re-Housing (HUD)",826644,308329,68756,"Interim Review","12/28/2017","12/28/2017"
"8115","PH - Rapid Re-Housing (HUD)",826644,308329,69805,"Interim Review","1/16/2018","1/16/2018"
"8116","PH - Rapid Re-Housing (HUD)",826644,308329,71472,"Interim Review","2/2/2018","2/2/2018"
"8117","PH - Rapid Re-Housing (HUD)",826644,308329,71733,"Interim Review","2/5/2018","2/5/2018"
"8118","PH - Rapid Re-Housing (HUD)",826644,308329,73152,"Interim Review","2/16/2018","2/16/2018"
"8119","PH - Rapid Re-Housing (HUD)",826644,308329,74524,"Interim Review","2/28/2018","2/28/2018"
"8120","PH - Rapid Re-Housing (HUD)",826644,308329,79524,"Interim Review","2/27/2017","4/16/2018"
"8121","PH - Rapid Re-Housing (HUD)",826645,442935,66628,"Interim Review","11/11/2017","12/5/2017"
"8122","PH - Rapid Re-Housing (HUD)",826645,442935,66740,"Interim Review","11/10/2017","12/5/2017"
"8123","PH - Rapid Re-Housing (HUD)",826645,442935,68461,"Interim Review","12/21/2017","12/21/2017"
"8124","PH - Rapid Re-Housing (HUD)",826645,442935,68757,"Interim Review","12/28/2017","12/28/2017"
"8125","PH - Rapid Re-Housing (HUD)",826645,442935,69806,"Interim Review","1/16/2018","1/16/2018"
"8126","PH - Rapid Re-Housing (HUD)",826645,442935,71473,"Interim Review","2/2/2018","2/2/2018"
"8127","PH - Rapid Re-Housing (HUD)",826645,442935,71734,"Interim Review","2/5/2018","2/5/2018"
"8128","PH - Rapid Re-Housing (HUD)",826645,442935,73153,"Interim Review","2/16/2018","2/16/2018"
"8129","PH - Rapid Re-Housing (HUD)",826645,442935,74525,"Interim Review","2/28/2018","2/28/2018"
"8130","PH - Rapid Re-Housing (HUD)",826645,442935,79525,"Interim Review","2/27/2017","4/16/2018"
"8131","PH - Rapid Re-Housing (HUD)",826646,308330,66629,"Interim Review","11/11/2017","12/5/2017"
"8132","PH - Rapid Re-Housing (HUD)",826646,308330,66741,"Interim Review","11/10/2017","12/5/2017"
"8133","PH - Rapid Re-Housing (HUD)",826646,308330,68462,"Interim Review","12/21/2017","12/21/2017"
"8134","PH - Rapid Re-Housing (HUD)",826646,308330,68595,"Interim Review","12/27/2017","12/27/2017"
"8135","PH - Rapid Re-Housing (HUD)",826646,308330,68758,"Interim Review","12/28/2017","12/28/2017"
"8136","PH - Rapid Re-Housing (HUD)",826646,308330,69807,"Interim Review","1/16/2018","1/16/2018"
"8137","PH - Rapid Re-Housing (HUD)",826646,308330,71474,"Interim Review","2/2/2018","2/2/2018"
"8138","PH - Rapid Re-Housing (HUD)",826646,308330,71735,"Interim Review","2/5/2018","2/5/2018"
"8139","PH - Rapid Re-Housing (HUD)",826646,308330,73154,"Interim Review","2/16/2018","2/16/2018"
"8140","PH - Rapid Re-Housing (HUD)",826646,308330,74526,"Interim Review","2/28/2018","2/28/2018"
"8141","PH - Rapid Re-Housing (HUD)",826646,308330,79526,"Interim Review","2/27/2017","4/16/2018"
"8142","PH - Rapid Re-Housing (HUD)",720265,107442,37209,"Interim Review","2/1/2016","7/27/2016"
"8143","PH - Rapid Re-Housing (HUD)",720266,134192,37210,"Interim Review","2/1/2016","7/27/2016"
"8144","PH - Rapid Re-Housing (HUD)",720267,175477,37211,"Interim Review","2/1/2016","7/27/2016"
"8145","PH - Rapid Re-Housing (HUD)",721401,396473,37213,"Interim Review","2/11/2016","7/27/2016"
"8146","PH - Rapid Re-Housing (HUD)",721402,396528,37214,"Interim Review","2/11/2016","7/27/2016"
"8147","PH - Rapid Re-Housing (HUD)",721403,396527,37215,"Interim Review","2/11/2016","7/27/2016"
"8148","PH - Rapid Re-Housing (HUD)",724984,410792,37023,"Interim Review","2/1/2016","7/25/2016"
"8149","PH - Rapid Re-Housing (HUD)",724985,410793,37024,"Interim Review","2/1/2016","7/25/2016"
"8150","PH - Rapid Re-Housing (HUD)",752538,388816,37204,"Interim Review","6/1/2016","7/27/2016"
"8151","PH - Rapid Re-Housing (HUD)",752539,389200,37205,"Interim Review","6/1/2016","7/27/2016"
"8152","PH - Rapid Re-Housing (HUD)",782325,348520,37202,"Interim Review","2/2/2016","7/27/2016"
"8153","PH - Rapid Re-Housing (HUD)",782330,412871,37221,"Interim Review","3/30/2016","7/27/2016"
"8154","PH - Rapid Re-Housing (HUD)",785507,349820,37302,"Interim Review","7/28/2016","7/28/2016"
"8155","PH - Rapid Re-Housing (HUD)",785508,349822,37303,"Interim Review","7/28/2016","7/28/2016"
"8156","PH - Rapid Re-Housing (HUD)",785509,349821,37304,"Interim Review","7/28/2016","7/28/2016"
"8157","PH - Rapid Re-Housing (HUD)",792255,415396,37225,"Interim Review","3/7/2016","7/27/2016"
"8158","PH - Rapid Re-Housing (HUD)",792256,415397,37226,"Interim Review","3/7/2016","7/27/2016"
"8159","PH - Rapid Re-Housing (HUD)",836674,431950,66223,"Interim Review","11/30/2017","11/30/2017"
"8160","PH - Rapid Re-Housing (HUD)",836674,431950,66411,"Interim Review","11/20/2017","12/4/2017"
"8161","PH - Rapid Re-Housing (HUD)",836674,431950,67420,"Interim Review","12/11/2017","12/12/2017"
"8162","PH - Rapid Re-Housing (HUD)",836674,431950,67968,"Interim Review","12/15/2017","12/18/2017"
